dataset,repo,hash,message,is_bugfix,isBugfix_stemming,isBugfix_qwen3.5:122b,isBugfix_codestral:22b,isBugfix_mistral-small3.2:24b,isBugfix_codegemma:7b,isBugfix_gemma4:12b,isBugfix_qwen3-coder:30b,isBugfix_qwen3.6:35b
smartshark,ant-ivy,ed940129bfd032da86bd2fdc75e2205ba457a2eb,FIX: problem resolving dependencies when 2 module versions have different configurations (IVY-151),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,570057bdb5f6a8af5be000355e1ca8cd1e545770,attempt to FIX IVY-156,false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,535c0c34334862d47ad339a99d0933e5eba76ae0,FIX bug with spaces in organisation modules or revisions IVY-157,true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,1137b3714e64fd4d3160a42f8a4c49d4d2d94382,FIX: HTML report shouldn't display the dependencies of evicted modules (IVY-158) (thanks to Maarten Coene),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,4dfab0656fe2e8739aafcdf98cdeb2d10541382c,first attempt to fix IVY-159,true,true,true,true,false,true,true,true,true
smartshark,ant-ivy,0e7eb17fe72237e6e264d21d4d955a7843ea1d2b,FIX: resolve problem with configuration inheritance (IVY-164),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,9ab9779e58abf2a4b12b550a207d5e9280847c27,FIX: resolve fails without appropriate message when cache is empty and a module in the repository has no revision (IVY-165),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,12f1bccb3f1cd0655f7ae14bbd7da3dcfb36f5e7,"add a test for IVY-168, but with which I don't manage to reproduce the problem",false,false,false,false,false,false,false,false,false
smartshark,ant-ivy,3f8fe0e329b8765ec62540a497ce6ca3beba2250,FIX: post resolve tasks like retrieve or cachepath should be able to run from cache information (IVY-169),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,d7d9cf45fa1400bb525446708e91dd7514c455e4,FIX: httclient is not registered for https urls (IVY-171),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,90f1d8ff6a33739d678f71e28860e536cec50696,FIX IVY-178,false,true,false,true,false,true,false,true,true
smartshark,ant-ivy,f799f4e7f1ab499e3fc31cf14e00ff87989a4b0c,add junit test for IVY-177,true,false,false,false,false,true,false,false,false
smartshark,ant-ivy,ff3804849e0badfe6fee032f39dacb577be94c22,FIX IVY-180,true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,c1b925f1fae99f9fda7e09449b9726fbac99aaa3,FIX: eviction problem with different conflicts in multiple confs (IVY-173),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,7cb328da7dfa751bcaa99dfecafe5933fb53d4be,FIX: throw an error when using a non-existing conflict manager as default (IVY-179) (thanks to Maarten Coene),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,b34fdc404f53efeb27725f8e2017711e0eb9255e,FIX: incorrect configuration definition gives misleading NullPointerException (IVY-175),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,64c1a69c4d5ae173e1743a96ddc2f0f42a130302,FIX: conflicts with dynamic revisions not resolved properly (IVY-181),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,d55ed9283104db6e145dfce0970dd6d5f2a91806,FIX: cryptic NPE due to spelling error in ivy.xml (IVY-177),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,5057a8affbea2a970419bdc24bcf556f5cfa16c7,FIX: problem reading 'invalid' POMs (IVY-153),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,515ce0a9394dfbb03d78080cdfdb0ba0d3b912fb,FIX: force attribute is not treated as it should in some cases (IVY-182),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,f002d335494301d96ad22c428126c7b3cf15e09b,FIX: ivy variable substitution in ivy files (IVY-186),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,3301b06df5f5fa693af2ac3a51677dc1074d5808,FIX IVY-185,true,true,false,true,false,true,true,true,false
smartshark,ant-ivy,ee1008f1e557715224a16d6190c9f815c8d4f9da,FIX IVY-185,true,true,true,true,false,true,true,true,false
smartshark,ant-ivy,ea24e26fb7adbaae8cf668845946f25562386f69,FIX: POM files that reference to the parent artifact download fails (IVY-195) (thanks to Tat Leung),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,66e597b4b19e9bf55e2caf2b1ded420fc39d830e,FIX: pb with force when it comes after a conflict has already been solved (IVY-193),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,ba93f9a3db44fda15e4afa536701563dc4e67004,FIX: problem with conflict resolution in transitive dependencies (IVY-199),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,f453f8c7cef4319b79bcac9d08c2296324987fa0,FIX: configuration http url include doesn't work with commons http client (IVY-203),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,f3fbd8d68cebc487dc62e8f197440ecb2844124a,FIX: retrieval of mulitple artifacts in different configurations does not work as expected (IVY-188),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,e1f1aac436232d395fe8dc6444259c49fa585b55,FIX: artifactproperty does not set the [conf] token in the pattern to the correct value. It is always set to 'default'. (IVY-123) (thanks to Peter Oxenham),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,243defb4c96d911683bc5a2c2b1e630770d49121,FIX: M2 compatibility does not take into account the . replacement for publishing artifacts (IVY-191) (thanks to Peter Hayes),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,ce7e757a896bf19f3f01abb3cedb5ea3f4bcc164,IVY-198 test case: seems to work,true,false,false,true,false,true,false,false,false
smartshark,ant-ivy,9022687ce91015634e41e1c528654005df450878,FIX: modules splitted across a chain are not handled correctly (IVY-206),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,90b32e0173a8b7eeec02f1686780ecb037edc11d,IMPROVE: Log messages do not display most specfic resolver name (IVY-170) + FIX: problem with cache and returnFirst (IVY-207),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,e0c1bc856a41eaf712209facb3bdf84d45ef40b8,FIX: Ivy fails when downloading from a server that supports NTLM authentication (IVY-213),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,044f73ee5ea8b599c584bd8f8ed81fc0e01bb266,FIX: specifying a defaultconfmapping adds dependencies of each unlisted configuration (IVY-214) (thanks to Maarten Coene),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,849ca1daf5624c057cd114683a3bf38e7117a680,disable circular dependency check in module descriptor sorter (see IVY-230),false,false,false,true,false,true,true,true,false
smartshark,ant-ivy,d46a68f6940ebac2c35685398ebe702d34f044f1,FIX: Ivy file containing 2 different versions of the same module is not deliverd correctly (IVY-229) (thanks to Maarten Coene),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,c831dabc6ea286e73243a5f7f06885ab1bbebad0,FIX: ModuleRevisionId encode/decode doesn't work if revision is empty (IVY-233) (thanks to Maarten Coene),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,4c7e7d5c7ceee4845ef663b14a2864b614831c5f,FIX: Ivy file containing 2 different versions of the same module is not deliverd correctly (IVY-229) (thanks to Maarten Coene),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,a7b86c059d0d91ed9e0d9fe2326e1a13d5232627,FIX: Ivy file containing 2 different versions of the same module is not deliverd correctly (IVY-229) (thanks to Maarten Coene),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,856b838a0647b8c07d942e2a5b6ba267e74cea95,IVY-217 extra attributes: now extra attributes can be used in patterns,false,false,false,false,false,true,false,false,false
smartshark,ant-ivy,f3f8c34137e0f696be9d9341516728af6e3d1a55,FIX: NullPointerException when the creation of Ivy file in cache fails (IVY-234) (thanks to Maarten Coene),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,264c88b087962db2a6d690f131e074bd609bd39d,FIX: problem with conf extension and latest revisions (IVY-240),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,b61f5d2ff2487d639ae8d1a86c1acb3b6f4825c8,FIX: Parent version is expected to be equal to the module version in POM (IVY-241),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,64d6303154b1c85181c686d0a6e7c0437e5da770,FIX: value of confmappingoverride from imported configurations is lost when writing Ivy file (IVY-239) (thanks to Maarten Coene),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,91ff7311935be36db522dcf782c25f5815449ed2,FIX: report Ant-task doesn't call init() on the internal XSLTProcess (IVY-248),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,b14efe245dad6f28721efea5be9b7c867ed06991,IMPROVE: report Ant-task doesn't process the reports in batch (IVY-247) FIX: report Ant-task doesn't use outputpattern for generating graphml reports (IVY-246),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,927f3be3cf8b0c10dea0eeadad13a5dd39a86df9,FIX: Bad diagnostics message when no space left (IVY-250),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,c040014b63a5ccd19ce18e7f346519136d99aa60,IMPROVE: prints URL before downloading in verbose mode (IVY-257),false,false,false,false,false,true,false,false,false
smartshark,ant-ivy,498f0d206ab6866d635037695a0b8627e0df2499,IMPROVE: incorrect value in status attribute causes silent failure (IVY-259),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,e4241930b32676966aab270ba122972ec5eb71ae,FIX: NullPointer in BasicResolver (IVY-258),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,6080f8594b3a60fd359a388149eb3f88266c7c4e,test IVY-258 test case also when check consistency is disabled,true,false,false,true,false,true,false,true,false
smartshark,ant-ivy,d67153383c17b3ad808fb8b055a643dac5c94da6,FIX: The clean-cache target in /src/example/hello-ivy/build.xml file refers to ${user.home}/.ivy-cache instead of ${user.home}/.ivy/cache/ (IVY-265),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,b2498e0a6dc587152f5fd0d2950b9b515ab08b2c,FIX: Multiple versions of dependencies appearing in retrieve (IVY-264),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,a4304614654500570fe48843b31a685a1886d6f5,IVY-264 (forgotten files during last commit),true,false,false,true,false,true,true,false,false
smartshark,ant-ivy,7ee0f955d9abc52c46671e66a390380d3e834bb5,check downloaded and copied files length (IVY-249),false,false,true,true,true,true,true,true,true
smartshark,ant-ivy,e602a4253164f8e7520d155ab5fd418a6110515e,FIX: VFS Resolve fails when trying to resolve a + version (IVY-237),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,36853987d19bf9fbc18d7eae907d7d1db285d75f,FIX: Wrong resolution of dependencies if artifacts specified explicitly (IVY-261),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,9f249b6f58a83219a2cabe7651fa16c9b5787c27,Incorrect ant log level (IVY-279),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,7e97cea661e1ab9a13b6ffce2c48288cb74eb9b6,FIX: http url lister doesn't work when link text has spaces (IVY-282),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,6d54418d10508962e56a1f1a11042011ea24dfee,FIX: http url lister doesn't work when link text has spaces (IVY-282),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,f2bf642c9580d9fa982e1d94e6021fc72e4bf932,FIX: Endless recursion in report (IVY-284),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,e00a63dee360a98653d6a2cdf36a235e97cf5119,add test case for IVY-283,true,false,false,false,false,true,false,false,false
smartshark,ant-ivy,06d37eb1d79845f5a050b5deeda466771ba1c202,"FIX: Maven2 POM support can find groupId from ""parent"" element (IVY-262)",true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,226204eed59c1fc50ad97131b839e1ed513d536c,FIX: Ant log messsages not embedded in task log (IVY-280) (thanks to Gilles Scokart),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,1c28714c8cdce0831ffa79d5c60e59ab019fff97,FIX: Problem with multiple artifact includes in transitive dependencies (IVY-283),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,911126ddebad2b0d44dd71be4f295df968dff652,FIX: ivy file deliver doesn't respect the original file nor custom attributes (IVY-289),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,1a7a3fd2c9694d301b26f7ad3005b7454b6034ee,FIX: StackOverflowException with complex circular dependencies (IVY-288),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,5db318ba9454a93fc6b77154ff9623027a6268af,"IMPROVE: Do not publish ivy file with bad revision, and allow to force the deliver when calling publish task (IVY-245)",false,false,true,true,false,true,true,true,false
smartshark,ant-ivy,e10ef3b1b25733068fed27ed11f8c48552104426,review ant build trigger test with new restriction on publish task (IVY-245),false,false,false,true,false,true,false,false,false
smartshark,ant-ivy,b922c60a5348dc1298abc783aecaea05c726fccb,FIX: NullPointerException in IvyArtifactReport (IVY-291) (thanks to Alban Peignier),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,4f90aabb2e16bc3ac2daf5da1356a64ab0742ebf,"FIX: better use of VFS, preventing a warning accessing a directory as a file + modify dependency declaration for webdav (IVY-293) (thanks to Antoine Levy-Lambert)",true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,2cda0797a5dd539e88cbb4bbf6a392ecdc63c63a,FIX: problem with messages attached to bad task when calling antcall or ant (IVY-280),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,ac7b409d4c2977e79e88d8f73e0664bded36d94d,FIX: the vfs resolver should not log passwords (IVY-292) (thanks to Antoine Levy-Lambert),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,3dda7307074c90e1d7296cf27e3d653ed27d0608,FIX: invalid sha1 with sha1 with path (IVY-296),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,62b6fc0c4a274d6d6917c454bd3c551f71ac7e1f,1.4-RC1 doc update,false,false,false,false,false,false,false,false,false
smartshark,ant-ivy,71f7f815fabe5d88e210d564d11c56de0b33d403,prepare 1.4-RC1,false,false,false,false,false,false,false,false,false
smartshark,ant-ivy,b171f483a03d13286107106982dfb4b5ab1a9979,FIX: m2compatible flag is ignored for display of failed artifact searches (IVY-303),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,587c30d62b740ee751d1004cd6369183957de972,FIX: AntCallTriggerTest and AntBuildTriggerTest fail when run from ivy build.xml (IVY-310),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,40aab4b627a26d461a9da8b2aaf50923baf0d667,FIX: AntCallTriggerTest and AntBuildTriggerTest fail when run from ivy build.xml (IVY-310),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,6f5090272f1f4129db2adc2d14b07150152224b3,FIX: Classloader problem with ant (IVY-311),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,371280dad18fd5a496f1d96d890d967f38c200ff,FIX: Make resolve overview more compact (IVY-299),false,true,true,true,false,true,false,false,false
smartshark,ant-ivy,3028a61517150b16e0188138e71471a8a7913fd4,1.4-RC1 announce,false,false,false,false,false,false,false,false,false
smartshark,ant-ivy,42d1cca891ef5dd1541eb438dd031bb0dda79dbb,prepare 1.4-RC2 release,false,false,false,true,false,true,false,false,false
smartshark,ant-ivy,74b150420dfc6558ce87216c2106d1f83305f635,"FIX: Could not write to ""tmp:///webdav_tmp.c1"" because it is read-only (IVY-312)",false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,814d93bc8d58ee15c18b470d9b387e28af69f56a,update ivy version to 1.4-RC2,false,false,false,false,false,false,false,false,false
smartshark,ant-ivy,3011ba83f688ab252818657ca6703f4367829f8f,update for 1.4,false,false,false,true,false,true,false,false,false
smartshark,ant-ivy,2c627a0cce6aa750ce96f6ea06452630614d0f1c,update for 1.4,false,false,false,true,false,true,false,false,false
smartshark,ant-ivy,83cb86c71089b9b5bbce986b1fcd1c098c372b6a,update for 1.4,false,false,false,true,false,true,false,false,false
smartshark,ant-ivy,3c1dedc704313c610cbd3c3431e6afc4fd6daf30,- FIX: IVY complains about non-existent reports in the cache directory (IVY-315),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,51fd97589802ae98484dc77ee3cb993ef873908e,FIX: Typo in failureproperty attribute of Ant resolve task (IVY-327) (thanks to Jean-Baptiste Quenot),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,62df2eba9a9effc160efefc8e7f50c6fa3dc41b5,FIX: ChainVersionMatcher doesn't handle IvyAware children version matchers (IVY-331),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,9e4c6365feca8b658be0fd2053e77577771e6d95,FIX: latest.<status> does not work properly when no matching revision exist (IVY-318),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,87c95a0528fef03240474d89b645ae0993d50ea2,FIX: attribute name in macrodef is not handled as expected (IVY-319),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,9f5ded018109c851760a08a4c25c96f2f0b7f039,FIX: retrieve fails when resolve is done with useOrigin set to true (IVY-304),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,7f1e2538b917f4867b762a30febfabc62f2388d3,"FIX: confmappingoverride doesn't work for configurations extending from ""*(public)"" (IVY-326)",true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,c9abb5f997860dab1448e21dd5152217bbe85be5,partial fix for IVY-338 (make sure that at least the streams to the properties files are closed),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,b196a81fb2bfb58ae7759d85143d92934fc9dd50,FIX: Some file descriptors are left open (IVY-338),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,375cbe38529ecff189d28342c0ab139faf958f81,prepare 1.4.1,false,false,false,false,false,true,false,false,false
smartshark,ant-ivy,cacc72c3aead11a46ce3707f4c2338055ad1000f,Latest ivy version is 1.4.1,false,false,false,false,false,false,false,true,false
smartshark,ant-ivy,b80924c52142bbdca96cd2218cffd1ac2e78ad07,IVY-353: ivy:retrieve should be able to create symlinks,false,false,false,false,false,true,false,false,false
smartshark,ant-ivy,8bc2bf074a3f448b17069bad07d842f40abd1ff6,FIX: IOException during publish causes NullPointerException (IVY-371),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,28704041ebe62167281d24100e3e874bf1717d04,FIX: Comments in ivy.xml duplicated (IVY-336) (thanks to Gilles Scokart) FIX: Ivy failure when the ivy.xml file contains non US-ASCII characters (IVY-346) (thanks to Gilles Scokart),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,ef0e3797ad9e410b445e608e7b0e7593fe68a7a5,FIX: Urlresolver is not possible to use dynamic revisions on nonstandard repository structure (IVY-350) (thanks to Pierre Hägnestrand),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,f1a5071a59ebdb3a3f970e6ba915754f3714e6b3,FIX: Minor issues in html doc. tags not closed closed early or invalid (IVY-376) (thanks to Stephane Baillez),false,true,true,true,true,true,true,false,true
smartshark,ant-ivy,4cfb2f403a078917bc4d50318f422120ab4a8c51,IVY-365: Set javac includeantruntime to false and declare explicitely JUnit and Ant dependencies IVY-162: ivy.xml doesn't contain all the dependencies,false,false,true,true,false,true,true,false,false
smartshark,ant-ivy,037ec1ab0352e9bed999eb358400e5692836ff92,IVY-381: add a junit test,false,false,false,false,false,true,false,false,false
smartshark,ant-ivy,33625d900186b4bce99993d22db46d9d5ae2205a,PomModuleDescriptorParser fails with nested profile dependency (IVY-392),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,9c85b590c1ad663b3316ad0f1926752cbda33742,Added junit test for IVY-390,true,false,false,false,false,false,false,false,false
smartshark,ant-ivy,2e6870ab9ae5fa2e84dd8ea1167ad0e18c0c0196,FIX: LatestRevisionStrategy do not consider all dynamic revisions properly (IVY-383) (thanks to John Williams for the unit test),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,794066bd8a2666ef7fd1e1e22f4c48295a6fee9d,FIX: Most ivyconfs in the build-a-ivy-repository example directory uses a wrong artifact pattern (IVY-351),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,10b00b578d67219dea8bf6b24e37d370dfd263e8,"check nullity to fail earlier, to help isolate IVY-355",true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,7d3dd9e3aedbb664c4cbf76c1a09c963798fee6f,add check against null and review line returns to help isolate IVY-379 if still possible,true,false,true,true,true,true,true,true,true
smartshark,ant-ivy,12856b7b98e01fa8b478ec7508b5eb2c506d687f,use Ivy 1.4.1 since Ivy 1.5 is not yet released,false,false,false,false,false,true,false,false,false
smartshark,ant-ivy,f45aa167dd803b746d8d1522c45c8a957b420654,FIX: latest-time conflict manager not working properly (IVY-407),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,1ae2bc5634e13ce57a68044a7f5199a811860eec,FIX: dependencies graph missing in multiproject tutorial (IVY-410),false,true,true,true,false,true,true,true,true
smartshark,ant-ivy,552d39bf6b7c677c55336dad4ec624d17fac30b1,add images used in reports (IVY-414),false,false,false,false,false,true,false,false,false
smartshark,ant-ivy,7be496a1c52cb054d7be85168dc0d2a4d1fcee34,FIX: Unreachable link on FAQ page (IVY-405) (thanks to Gavin),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,070d96f02b22a2a280c9a43925a3c9cb9b18b2a9,FIX: Static revision replacement is not working when delivering an artifact with a dependency on a branch (IVY-404),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,e2fdd8576922f7784e2809e8b2b3724ffb157f91,FIX: latest conflict with latest-time strategy and transitive eviction (IVY-407),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,05897630ec504136fe11d08413cda628f499ddae,FIX: timestamps lost in svn were causing IVY-407 test to fail,true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,f5eae18d19c84b2bd6d775822d57dc4bd9921132,FIX: Static revision replacement is not working when delivering an artifact with a dependency having extra attributes (IVY-415),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,c50fea2488e37b02238b34b7297017f8e53ea6d6,FIX: bad timestamps were causing tests with latest-time to fail for IVY-407,true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,40534a46061544a33a2dbeccff4328a2c71a2898,"added a junit test for IVY-417, already fixed",true,true,false,true,false,true,false,false,false
smartshark,ant-ivy,445be68f8bda57b06c632e8c0f569859f8ce72f8,"FIX:  FileUtil#copy(File src, File dest, CopyProgressListener l, boolean overwrite) (IVY-420)",true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,0a3263276d71cc0270d4d0073976a8875e9ff047,FIX: PublishTest failing due to IVY-420 modification,false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,0ef44fcc258f2e928532ca3af50e6b7b4a50df28,FIX: FileSystemResolverTest failing due to IVY-420 modification,true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,86826f5e5927aff2b3dc73818f5f4a172119387e,FIX: bad tests for conflict managers use the ivy default cache instead of a fresh one FIX: set last modified from artifact resource when generating default ivy file (related to IVY-407),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,7126e673ceb6ff1fbac0ad53f82b268685cee9ff,FIX: NPE when no organisation or no name is provided in module element of ivyconf (IVY-422),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,e02041fba5531f64c5c899bd39445087e25d12d4,FIX: Incorrect pom parsing with profile (IVY-423),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,5a78e7423f4a0e75defc9ef93a706e4d0f249685,test case for IVY-424,true,false,false,true,false,true,false,false,false
smartshark,ant-ivy,bdf6cd438b812f2c333498200467bf1c62186192,FIX: ${project.groupId} and ${project.version} not processed correctly in poms (IVY-425),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,9fa08e60917280de57eab771b08eb98f149e94e0,FIX: examples on Ant configure page is invisible (IVY-426),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,3734d6da5deeda8ef852e0a3947ad436f98ce92f,FIX: ivy.revision property not set correctly for second resolve (IVY-429),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,36049c224be672293fd03c8f79db5af0a0c00e79,Updated documentation of ivy.deps.changed property (IVY-432),false,false,false,false,false,false,false,false,false
smartshark,ant-ivy,f5631f982122ffaceffaf623e5ae2f6883a16139,FIX: Invalid pom parsing when version is only declared in parent (IVY-436),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,0657990e851a8d0a30236cbe0ad5b4b562cfc08d,FIX: setting m2compatible on ibiblio resolver overwrite root and pattern settings (IVY-437),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,05fb514be9793184c312f0d095847ffc46ead21e,"IVY-438 work in progress: ivyconf=>ivysettings refactored in main code, still need to modify ivyconf=>ivysettings in tests, and update the doc",false,false,false,false,false,true,false,false,false
smartshark,ant-ivy,77680e867c18a49a1c6bdca290434b0d565dc8c0,LatestRevisionStrategy.sort() doesn't sort as specified (IVY-435),true,false,true,true,true,true,true,true,true
smartshark,ant-ivy,f9190252b27cbf5700c1c35071dd980771614feb,Dynamic revision not calculated properly when using multiple directories (IVY-427),true,false,true,true,true,true,true,true,true
smartshark,ant-ivy,c974be39568920ad9716368d9aee51e52242b913,"IVY-438 work in progress: ivyconf=>ivysettings refactored in test and example code, and basic renames in doc. Still need to update the doc.",false,false,false,false,false,true,false,false,false
smartshark,ant-ivy,59c97f36b33ea7835c4a4706066511615a0cb57e,IVY-438 work in progress: package settings files with their old names too.,false,false,false,true,false,true,true,false,false
smartshark,ant-ivy,436aaffcd0a3a50a4247c4f4b963538f5181fe55,restore ivyconf files for Ivy 1.4 tests,false,false,false,true,false,true,true,false,false
smartshark,ant-ivy,0688be057a94be50f47de8cc867de004337d339c,use Ivy 1.4.1 names for settings (ivyconf and conf) since we still rely on Ivy 1.4.1 for building,false,false,true,false,false,true,false,true,false
smartshark,ant-ivy,feb0d2f4d8fd3a5e50bb1769c14fc6034aefcdc0,Ivy should fail where dependency uses undefined configuration (IVY-442),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,d8f288a35e63d1e9682c7e188b37c0d7e8e537a7,Ivy should fail if ';' has been used in publications/artifact/@conf of ivy.xml (IVY-441),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,7fc5ead36fdc1997f8be25fbb7cd90e9b9c5f2a9,Ivy should fail if ';' has been used in publications/artifact/@conf of ivy.xml (IVY-441),true,true,false,true,false,true,true,true,true
smartshark,ant-ivy,2c932d1af2182f60a8629fc8059c3681e9ede9ac,"FIX: Conflict managers ignored, when assigned to modules in Ivy settings (IVY-448)",true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,690af97adf76e350576032cbe221f7ee7b32e42e,FIX: XmlModuleDescriptorWriterTest not working with Java 6 (IVY-374),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,1aa7361ccca3e4663d54954c58f24704be1ba5f0,FIX: IvyPostResolve Task doesn't use specified cache for the resolve (IVY-453),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,488c0c4c3d5d966480f15cd13565c882799feae9,Use correct cache for inline resolve too (IVY-453),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,1a432cc1d5b32a7de405f696b4a12d8240943047,FIX: Invalid error report with m2compatible resolver (IVY-456),false,true,true,true,true,true,true,true,true
smartshark,ant-ivy,06d01a0834070c4c0939d3ebfdcd118a3ab38150,FIX: Ivy standalone is passing null args to main method when invoking with no args (IVY-457),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,fc856fc14402b8eaa975691b1a09ccf42770f178,FIX: IvyPostResolve Task doesn't reuse Ivy file of previous resolve (IVY-458),true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,c2207aa2f1984e5050be9ed62e8b45b27b7ed7bd,"FIX: minor problem with IVY-458 fix, setFile should only be called if we are not doing an inline post resolve",true,true,true,true,true,true,true,true,true
smartshark,ant-ivy,042ab1f23e17c24dfe53b93b8be245a53f876f0d,add meta with encoding (attempt to solve IVY-462),false,false,true,true,false,true,true,true,true
smartshark,ant-ivy,2703318f46fe5496068a7c2f140b6b59d908f7e6,FIX: set character encoding for all doc pages (IVY-462),false,true,true,true,true,true,true,true,true
